rate_date,base_currency,quote_currency,exchange_rate
2023-11-19,USD,JPY,109.1264
2023-11-19,USD,GBP,0.8042
2023-11-19,USD,CAD,1.2968
2023-11-20,USD,EUR,0.8759
2023-11-20,USD,CNY,6.6074
2023-11-20,USD,JPY,108.9205
2023-11-20,USD,GBP,0.8058
2023-11-20,USD,CAD,1.2952
2023-11-21,USD,EUR,0.8780
2023-11-21,USD,CNY,6.6004
2023-11-21,USD,JPY,108.7001
2023-11-21,USD,GBP,0.8068
2023-11-21,USD,CAD,1.2943
2023-11-22,USD,EUR,0.8765
2023-11-22,USD,CNY,6.6045
2023-11-22,USD,JPY,108.5684
2023-11-22,USD,GBP,0.8076
2023-11-22,USD,CAD,1.2965
2023-11-23,USD,EUR,0.8772
2023-11-23,USD,CNY,6.5997
2023-11-23,USD,JPY,108.6440
2023-11-23,USD,GBP,0.8064
2023-11-23,USD,CAD,1.2945
2023-11-24,USD,EUR,0.8773
2023-11-24,USD,CNY,6.6005
2023-11-24,USD,JPY,108.4195
2023-11-24,USD,GBP,0.8058
2023-11-24,USD,CAD,1.2971
2023-11-25,USD,EUR,0.8758
2023-11-25,USD,CNY,6.6077
2023-11-25,USD,JPY,108.6087
2023-11-25,USD,GBP,0.8077
2023-11-25,USD,CAD,1.2986
2023-11-26,USD,EUR,0.8739
2023-11-26,USD,CNY,6.6066
2023-11-26,USD,JPY,108.6173
2023-11-26,USD,GBP,0.8073
2023-11-26,USD,CAD,1.2967
2023-11-27,USD,EUR,0.8756
2023-11-27,USD,CNY,6.6116
2023-11-27,USD,JPY,108.7561
2023-11-27,USD,GBP,0.8092
2023-11-27,USD,CAD,1.2967
2023-11-28,USD,EUR,0.8760
2023-11-28,USD,CNY,6.6104
2023-11-28,USD,JPY,108.6218
2023-11-28,USD,GBP,0.8082
2023-11-28,USD,CAD,1.2949
2023-11-29,USD,EUR,0.8775
2023-11-29,USD,CNY,6.6148
2023-11-29,USD,JPY,108.5634
2023-11-29,USD,GBP,0.8090
2023-11-29,USD,CAD,1.2958
2023-11-30,USD,EUR,0.8787
2023-11-30,USD,CNY,6.6188
2023-11-30,USD,JPY,108.6159
2023-11-30,USD,GBP,0.8097
2023-11-30,USD,CAD,1.2945
2023-12-01,USD,EUR,0.8766
2023-12-01,USD,CNY,6.6254
2023-12-01,USD,JPY,108.7732
2023-12-01,USD,GBP,0.8117
2023-12-01,USD,CAD,1.2958
2023-12-02,USD,EUR,0.8749
2023-12-02,USD,CNY,6.6271
2023-12-02,USD,JPY,108.6123
2023-12-02,USD,GBP,0.8129
2023-12-02,USD,CAD,1.2952
2023-12-03,USD,EUR,0.8751
2023-12-03,USD,CNY,6.6200
2023-12-03,USD,JPY,108.5874
2023-12-03,USD,GBP,0.8142
2023-12-03,USD,CAD,1.2933
2023-12-04,USD,EUR,0.8735
2023-12-04,USD,CNY,6.6140
2023-12-04,USD,JPY,108.5434
2023-12-04,USD,GBP,0.8143
2023-12-04,USD,CAD,1.2950
2023-12-05,USD,EUR,0.8745
2023-12-05,USD,CNY,6.6080
2023-12-05,USD,JPY,108.3412
2023-12-05,USD,GBP,0.8123
2023-12-05,USD,CAD,1.2980
2023-12-06,USD,EUR,0.8746
2023-12-06,USD,CNY,6.6052
2023-12-06,USD,JPY,108.4790
2023-12-06,USD,GBP,0.8106
2023-12-06,USD,CAD,1.3006
2023-12-07,USD,EUR,0.8747
2023-12-07,USD,CNY,6.5977
2023-12-07,USD,JPY,108.3283
2023-12-07,USD,GBP,0.8104
2023-12-07,USD,CAD,1.3009
2023-12-08,USD,EUR,0.8766
2023-12-08,USD,CNY,6.5967
2023-12-08,USD,JPY,108.1334
2023-12-08,USD,GBP,0.8115
2023-12-08,USD,CAD,1.3026
2023-12-09,USD,EUR,0.8761
2023-12-09,USD,CNY,6.6006
2023-12-09,USD,JPY,108.3190
2023-12-09,USD,GBP,0.8122
2023-12-09,USD,CAD,1.3030
2023-12-10,USD,EUR,0.8770
2023-12-10,USD,CNY,6.6061
2023-12-10,USD,JPY,108.3023
2023-12-10,USD,GBP,0.8127
2023-12-10,USD,CAD,1.3020
2023-12-11,USD,EUR,0.8760
2023-12-11,USD,CNY,6.6092
2023-12-11,USD,JPY,108.4667
2023-12-11,USD,GBP,0.8146
2023-12-11,USD,CAD,1.3011
2023-12-12,USD,EUR,0.8736
2023-12-12,USD,CNY,6.6110
2023-12-12,USD,JPY,108.5475
2023-12-12,USD,GBP,0.8139
2023-12-12,USD,CAD,1.3018
2023-12-13,USD,EUR,0.8747
2023-12-13,USD,CNY,6.6158
2023-12-13,USD,JPY,108.7437
2023-12-13,USD,GBP,0.8158
2023-12-13,USD,CAD,1.3009
2023-12-14,USD,EUR,0.8722
2023-12-14,USD,CNY,6.6118
2023-12-14,USD,JPY,108.5108
2023-12-14,USD,GBP,0.8167
2023-12-14,USD,CAD,1.3039
2023-12-15,USD,EUR,0.8713
2023-12-15,USD,CNY,6.6132
2023-12-15,USD,JPY,108.5109
2023-12-15,USD,GBP,0.8158
2023-12-15,USD,CAD,1.3040
2023-12-16,USD,EUR,0.8695
2023-12-16,USD,CNY,6.6073
2023-12-16,USD,JPY,108.2977
2023-12-16,USD,GBP,0.8150
2023-12-16,USD,CAD,1.3010
2023-12-17,USD,EUR,0.8675
2023-12-17,USD,CNY,6.6130
2023-12-17,USD,JPY,108.1933
2023-12-17,USD,GBP,0.8146
2023-12-17,USD,CAD,1.3029
2023-12-18,USD,EUR,0.8685
2023-12-18,USD,CNY,6.6124
2023-12-18,USD,JPY,107.9856
2023-12-18,USD,GBP,0.8132
2023-12-18,USD,CAD,1.3005
2023-12-19,USD,EUR,0.8694
2023-12-19,USD,CNY,6.6142
2023-12-19,USD,JPY,107.8990
2023-12-19,USD,GBP,0.8145
2023-12-19,USD,CAD,1.2994
2023-12-20,USD,EUR,0.8684
2023-12-20,USD,CNY,6.6133
2023-12-20,USD,JPY,107.9716
2023-12-20,USD,GBP,0.8148
2023-12-20,USD,CAD,1.2986
2023-12-21,USD,EUR,0.8698
2023-12-21,USD,CNY,6.6168
2023-12-21,USD,JPY,107.9518
2023-12-21,USD,GBP,0.8130
2023-12-21,USD,CAD,1.2964
2023-12-22,USD,EUR,0.8709
2023-12-22,USD,CNY,6.6237
2023-12-22,USD,JPY,108.0119
2023-12-22,USD,GBP,0.8148
2023-12-22,USD,CAD,1.2990
2023-12-23,USD,EUR,0.8708
2023-12-23,USD,CNY,6.6205
2023-12-23,USD,JPY,108.1715
2023-12-23,USD,GBP,0.8131
2023-12-23,USD,CAD,1.3012
2023-12-24,USD,EUR,0.8725
2023-12-24,USD,CNY,6.6184
2023-12-24,USD,JPY,108.2792
2023-12-24,USD,GBP,0.8129
2023-12-24,USD,CAD,1.3004
2023-12-25,USD,EUR,0.8715
2023-12-25,USD,CNY,6.6224
2023-12-25,USD,JPY,108.4742
2023-12-25,USD,GBP,0.8118
2023-12-25,USD,CAD,1.3009
2023-12-26,USD,EUR,0.8723
2023-12-26,USD,CNY,6.6289
2023-12-26,USD,JPY,108.3965
2023-12-26,USD,GBP,0.8123
2023-12-26,USD,CAD,1.3029
2023-12-27,USD,EUR,0.8707
2023-12-27,USD,CNY,6.6273
2023-12-27,USD,JPY,108.3223
2023-12-27,USD,GBP,0.8141
2023-12-27,USD,CAD,1.3032
2023-12-28,USD,EUR,0.8707
2023-12-28,USD,CNY,6.6214
2023-12-28,USD,JPY,108.4140
2023-12-28,USD,GBP,0.8125
2023-12-28,USD,CAD,1.3022
2023-12-29,USD,EUR,0.8731
2023-12-29,USD,CNY,6.6192
2023-12-29,USD,JPY,108.2436
2023-12-29,USD,GBP,0.8110
2023-12-29,USD,CAD,1.3012
2023-12-30,USD,EUR,0.8724
2023-12-30,USD,CNY,6.6169
2023-12-30,USD,JPY,108.2883
2023-12-30,USD,GBP,0.8119
2023-12-30,USD,CAD,1.2998
2023-12-31,USD,EUR,0.8723
2023-12-31,USD,CNY,6.6216
2023-12-31,USD,JPY,108.2789
2023-12-31,USD,GBP,0.8120
2023-12-31,USD,CAD,1.3013
2024-01-01,USD,EUR,0.8746
2024-01-01,USD,CNY,6.6162
2024-01-01,USD,JPY,108.1864
2024-01-01,USD,GBP,0.8119
2024-01-01,USD,CAD,1.3034
2024-01-02,USD,EUR,0.8741
2024-01-02,USD,CNY,6.6163
2024-01-02,USD,JPY,108.2061
2024-01-02,USD,GBP,0.8109
2024-01-02,USD,CAD,1.3045
2024-01-03,USD,EUR,0.8762
2024-01-03,USD,CNY,6.6102
2024-01-03,USD,JPY,107.9578
2024-01-03,USD,GBP,0.8129
2024-01-03,USD,CAD,1.3062
2024-01-04,USD,EUR,0.8747
2024-01-04,USD,CNY,6.6112
2024-01-04,USD,JPY,107.8062
2024-01-04,USD,GBP,0.8134
2024-01-04,USD,CAD,1.3072
2024-01-05,USD,EUR,0.8755
2024-01-05,USD,CNY,6.6110
2024-01-05,USD,JPY,107.8566
2024-01-05,USD,GBP,0.8150
2024-01-05,USD,CAD,1.3090
2024-01-06,USD,EUR,0.8762
2024-01-06,USD,CNY,6.6075
2024-01-06,USD,JPY,108.0620
2024-01-06,USD,GBP,0.8139
2024-01-06,USD,CAD,1.3113
2024-01-07,USD,EUR,0.8748
2024-01-07,USD,CNY,6.6073
2024-01-07,USD,JPY,108.0097
2024-01-07,USD,GBP,0.8147
2024-01-07,USD,CAD,1.3138
2024-01-08,USD,EUR,0.8743
2024-01-08,USD,CNY,6.6131
2024-01-08,USD,JPY,107.9743
2024-01-08,USD,GBP,0.8128
2024-01-08,USD,CAD,1.3110
2024-01-09,USD,EUR,0.8747
2024-01-09,USD,CNY,6.6128
2024-01-09,USD,JPY,108.0646
2024-01-09,USD,GBP,0.8137
2024-01-09,USD,CAD,1.3114
2024-01-10,USD,EUR,0.8729
2024-01-10,USD,CNY,6.6142
2024-01-10,USD,JPY,108.2869
2024-01-10,USD,GBP,0.8146
2024-01-10,USD,CAD,1.3114
2024-01-11,USD,EUR,0.8716
2024-01-11,USD,CNY,6.6215
2024-01-11,USD,JPY,108.2230
2024-01-11,USD,GBP,0.8140
2024-01-11,USD,CAD,1.3096
2024-01-12,USD,EUR,0.8722
2024-01-12,USD,CNY,6.6165
2024-01-12,USD,JPY,108.1703
2024-01-12,USD,GBP,0.8133
2024-01-12,USD,CAD,1.3076
2024-01-13,USD,EUR,0.8708
2024-01-13,USD,CNY,6.6164
2024-01-13,USD,JPY,108.2220
2024-01-13,USD,GBP,0.8142
2024-01-13,USD,CAD,1.3059
2024-01-14,USD,EUR,0.8731
2024-01-14,USD,CNY,6.6214
2024-01-14,USD,JPY,108.3501
2024-01-14,USD,GBP,0.8155
2024-01-14,USD,CAD,1.3071
2024-01-15,USD,EUR,0.8719
2024-01-15,USD,CNY,6.6281
2024-01-15,USD,JPY,108.4289
2024-01-15,USD,GBP,0.8138
2024-01-15,USD,CAD,1.3098
2024-01-16,USD,EUR,0.8704
2024-01-16,USD,CNY,6.6347
2024-01-16,USD,JPY,108.4828
2024-01-16,USD,GBP,0.8142
2024-01-16,USD,CAD,1.3091
2024-01-17,USD,EUR,0.8693
2024-01-17,USD,CNY,6.6402
2024-01-17,USD,JPY,108.6992
2024-01-17,USD,GBP,0.8152
2024-01-17,USD,CAD,1.3065
2024-01-18,USD,EUR,0.8682
2024-01-18,USD,CNY,6.6472
2024-01-18,USD,JPY,108.6895
2024-01-18,USD,GBP,0.8132
2024-01-18,USD,CAD,1.3080
2024-01-19,USD,EUR,0.8695
2024-01-19,USD,CNY,6.6522
2024-01-19,USD,JPY,108.5602
2024-01-19,USD,GBP,0.8113
2024-01-19,USD,CAD,1.3076
2024-01-20,USD,EUR,0.8693
2024-01-20,USD,CNY,6.6479
2024-01-20,USD,JPY,108.6268
2024-01-20,USD,GBP,0.8118
2024-01-20,USD,CAD,1.3059
2024-01-21,USD,EUR,0.8687
2024-01-21,USD,CNY,6.6467
2024-01-21,USD,JPY,108.6113
2024-01-21,USD,GBP,0.8115
2024-01-21,USD,CAD,1.3048
2024-01-22,USD,EUR,0.8674
2024-01-22,USD,CNY,6.6415
2024-01-22,USD,JPY,108.5982
2024-01-22,USD,GBP,0.8125
2024-01-22,USD,CAD,1.3036
2024-01-23,USD,EUR,0.8663
2024-01-23,USD,CNY,6.6488
2024-01-23,USD,JPY,108.7182
2024-01-23,USD,GBP,0.8116
2024-01-23,USD,CAD,1.3041
2024-01-24,USD,EUR,0.8648
2024-01-24,USD,CNY,6.6541
2024-01-24,USD,JPY,108.9241
2024-01-24,USD,GBP,0.8102
2024-01-24,USD,CAD,1.3031
2024-01-25,USD,EUR,0.8632
2024-01-25,USD,CNY,6.6614
2024-01-25,USD,JPY,108.9741
2024-01-25,USD,GBP,0.8109
2024-01-25,USD,CAD,1.3035
2024-01-26,USD,EUR,0.8607
2024-01-26,USD,CNY,6.6601
2024-01-26,USD,JPY,108.7708
2024-01-26,USD,GBP,0.8095
2024-01-26,USD,CAD,1.3033
2024-01-27,USD,EUR,0.8583
2024-01-27,USD,CNY,6.6543
2024-01-27,USD,JPY,108.8290
2024-01-27,USD,GBP,0.8081
2024-01-27,USD,CAD,1.3027
2024-01-28,USD,EUR,0.8586
2024-01-28,USD,CNY,6.6613
2024-01-28,USD,JPY,108.6962
2024-01-28,USD,GBP,0.8077
2024-01-28,USD,CAD,1.3031
2024-01-29,USD,EUR,0.8584
2024-01-29,USD,CNY,6.6666
2024-01-29,USD,JPY,108.4703
2024-01-29,USD,GBP,0.8080
2024-01-29,USD,CAD,1.3047
2024-01-30,USD,EUR,0.8594
2024-01-30,USD,CNY,6.6641
2024-01-30,USD,JPY,108.3510
2024-01-30,USD,GBP,0.8068
2024-01-30,USD,CAD,1.3024
2024-01-31,USD,EUR,0.8592
2024-01-31,USD,CNY,6.6706
2024-01-31,USD,JPY,108.1736
2024-01-31,USD,GBP,0.8086
2024-01-31,USD,CAD,1.3028
2024-02-01,USD,EUR,0.8594
2024-02-01,USD,CNY,6.6672
2024-02-01,USD,JPY,108.2707
2024-02-01,USD,GBP,0.8072
2024-02-01,USD,CAD,1.3023
2024-02-02,USD,EUR,0.8570
2024-02-02,USD,CNY,6.6632
2024-02-02,USD,JPY,108.0345
2024-02-02,USD,GBP,0.8070
2024-02-02,USD,CAD,1.3046
2024-02-03,USD,EUR,0.8574
2024-02-03,USD,CNY,6.6592
2024-02-03,USD,JPY,107.9159
2024-02-03,USD,GBP,0.8074
2024-02-03,USD,CAD,1.3072
2024-02-04,USD,EUR,0.8577
2024-02-04,USD,CNY,6.6622
2024-02-04,USD,JPY,107.7993
2024-02-04,USD,GBP,0.8080
2024-02-04,USD,CAD,1.3058
2024-02-05,USD,EUR,0.8571
2024-02-05,USD,CNY,6.6549
2024-02-05,USD,JPY,107.6465
2024-02-05,USD,GBP,0.8079
2024-02-05,USD,CAD,1.3056
2024-02-06,USD,EUR,0.8592
2024-02-06,USD,CNY,6.6483
2024-02-06,USD,JPY,107.4359
2024-02-06,USD,GBP,0.8096
2024-02-06,USD,CAD,1.3082
2024-02-07,USD,EUR,0.8613
2024-02-07,USD,CNY,6.6423
2024-02-07,USD,JPY,107.4265
2024-02-07,USD,GBP,0.8089
2024-02-07,USD,CAD,1.3059
2024-02-08,USD,EUR,0.8602
2024-02-08,USD,CNY,6.6435
2024-02-08,USD,JPY,107.5359
2024-02-08,USD,GBP,0.8095
2024-02-08,USD,CAD,1.3076
2024-02-09,USD,EUR,0.8617
2024-02-09,USD,CNY,6.6495
2024-02-09,USD,JPY,107.7057
2024-02-09,USD,GBP,0.8101
2024-02-09,USD,CAD,1.3069
2024-02-10,USD,EUR,0.8631
2024-02-10,USD,CNY,6.6516
2024-02-10,USD,JPY,107.5040
2024-02-10,USD,GBP,0.8089
2024-02-10,USD,CAD,1.3058
2024-02-11,USD,EUR,0.8649
2024-02-11,USD,CNY,6.6481
2024-02-11,USD,JPY,107.2680
2024-02-11,USD,GBP,0.8080
2024-02-11,USD,CAD,1.3073
2024-02-12,USD,EUR,0.8651
2024-02-12,USD,CNY,6.6409
2024-02-12,USD,JPY,107.0616
2024-02-12,USD,GBP,0.8066
2024-02-12,USD,CAD,1.3081
2024-02-13,USD,EUR,0.8667
2024-02-13,USD,CNY,6.6356
2024-02-13,USD,JPY,107.2059
2024-02-13,USD,GBP,0.8059
2024-02-13,USD,CAD,1.3089
2024-02-14,USD,EUR,0.8665
2024-02-14,USD,CNY,6.6290
2024-02-14,USD,JPY,107.1127
2024-02-14,USD,GBP,0.8047
2024-02-14,USD,CAD,1.3081
2024-02-15,USD,EUR,0.8669
2024-02-15,USD,CNY,6.6317
2024-02-15,USD,JPY,107.0952
2024-02-15,USD,GBP,0.8054
2024-02-15,USD,CAD,1.3061
2024-02-16,USD,EUR,0.8678
2024-02-16,USD,CNY,6.6340
2024-02-16,USD,JPY,107.1785
2024-02-16,USD,GBP,0.8042
2024-02-16,USD,CAD,1.3049
2024-02-17,USD,EUR,0.8681
2024-02-17,USD,CNY,6.6345
2024-02-17,USD,JPY,107.1279
2024-02-17,USD,GBP,0.8035
2024-02-17,USD,CAD,1.3051
2024-02-18,USD,EUR,0.8678
2024-02-18,USD,CNY,6.6332
2024-02-18,USD,JPY,107.0076
2024-02-18,USD,GBP,0.8044
2024-02-18,USD,CAD,1.3030
2024-02-19,USD,EUR,0.8657
2024-02-19,USD,CNY,6.6283
2024-02-19,USD,JPY,106.7951
2024-02-19,USD,GBP,0.8063
2024-02-19,USD,CAD,1.3054
2024-02-20,USD,EUR,0.8635
2024-02-20,USD,CNY,6.6255
2024-02-20,USD,JPY,106.6807
2024-02-20,USD,GBP,0.8047
2024-02-20,USD,CAD,1.3070
2024-02-21,USD,EUR,0.8619
2024-02-21,USD,CNY,6.6194
2024-02-21,USD,JPY,106.7989
2024-02-21,USD,GBP,0.8039
2024-02-21,USD,CAD,1.3059
2024-02-22,USD,EUR,0.8623
2024-02-22,USD,CNY,6.6141
2024-02-22,USD,JPY,107.0283
2024-02-22,USD,GBP,0.8046
2024-02-22,USD,CAD,1.3088
2024-02-23,USD,EUR,0.8599
2024-02-23,USD,CNY,6.6077
2024-02-23,USD,JPY,106.9704
2024-02-23,USD,GBP,0.8052
2024-02-23,USD,CAD,1.3117
2024-02-24,USD,EUR,0.8606
2024-02-24,USD,CNY,6.6047
2024-02-24,USD,JPY,106.9132
2024-02-24,USD,GBP,0.8042
2024-02-24,USD,CAD,1.3119
2024-02-25,USD,EUR,0.8585
2024-02-25,USD,CNY,6.6109
2024-02-25,USD,JPY,107.0560
2024-02-25,USD,GBP,0.8032
2024-02-25,USD,CAD,1.3148
2024-02-26,USD,EUR,0.8569
2024-02-26,USD,CNY,6.6047
2024-02-26,USD,JPY,107.2479
2024-02-26,USD,GBP,0.8050
2024-02-26,USD,CAD,1.3128
2024-02-27,USD,EUR,0.8572
2024-02-27,USD,CNY,6.5988
2024-02-27,USD,JPY,107.4415
2024-02-27,USD,GBP,0.8035
2024-02-27,USD,CAD,1.3157
2024-02-28,USD,EUR,0.8565
2024-02-28,USD,CNY,6.6049
2024-02-28,USD,JPY,107.3407
2024-02-28,USD,GBP,0.8039
2024-02-28,USD,CAD,1.3153
2024-02-29,USD,EUR,0.8590
2024-02-29,USD,CNY,6.5976
2024-02-29,USD,JPY,107.5557
2024-02-29,USD,GBP,0.8022
2024-02-29,USD,CAD,1.3150
2024-03-01,USD,EUR,0.8577
2024-03-01,USD,CNY,6.5910
2024-03-01,USD,JPY,107.5191
2024-03-01,USD,GBP,0.8007
2024-03-01,USD,CAD,1.3129
2024-03-02,USD,EUR,0.8568
2024-03-02,USD,CNY,6.5912
2024-03-02,USD,JPY,107.3596
2024-03-02,USD,GBP,0.8004
2024-03-02,USD,CAD,1.3129
2024-03-03,USD,EUR,0.8586
2024-03-03,USD,CNY,6.5949
2024-03-03,USD,JPY,107.1627
2024-03-03,USD,GBP,0.8016
2024-03-03,USD,CAD,1.3099
2024-03-04,USD,EUR,0.8567
2024-03-04,USD,CNY,6.5936
2024-03-04,USD,JPY,107.1815
2024-03-04,USD,GBP,0.8025
2024-03-04,USD,CAD,1.3074
2024-03-05,USD,EUR,0.8579
2024-03-05,USD,CNY,6.5880
2024-03-05,USD,JPY,107.3871
2024-03-05,USD,GBP,0.8021
2024-03-05,USD,CAD,1.3094
2024-03-06,USD,EUR,0.8587
2024-03-06,USD,CNY,6.5896
2024-03-06,USD,JPY,107.6161
2024-03-06,USD,GBP,0.8027
2024-03-06,USD,CAD,1.3085
2024-03-07,USD,EUR,0.8594
2024-03-07,USD,CNY,6.5916
2024-03-07,USD,JPY,107.7323
2024-03-07,USD,GBP,0.8042
2024-03-07,USD,CAD,1.3104
2024-03-08,USD,EUR,0.8578
2024-03-08,USD,CNY,6.5965
2024-03-08,USD,JPY,107.8452
2024-03-08,USD,GBP,0.8043
2024-03-08,USD,CAD,1.3119
2024-03-09,USD,EUR,0.8561
2024-03-09,USD,CNY,6.5992
2024-03-09,USD,JPY,107.7954
2024-03-09,USD,GBP,0.8041
2024-03-09,USD,CAD,1.3130
2024-03-10,USD,EUR,0.8580
2024-03-10,USD,CNY,6.5974
2024-03-10,USD,JPY,107.8271
2024-03-10,USD,GBP,0.8024
2024-03-10,USD,CAD,1.3153
2024-03-11,USD,EUR,0.8605
2024-03-11,USD,CNY,6.6030
2024-03-11,USD,JPY,107.7505
2024-03-11,USD,GBP,0.8005
2024-03-11,USD,CAD,1.3129
2024-03-12,USD,EUR,0.8612
2024-03-12,USD,CNY,6.6034
2024-03-12,USD,JPY,107.8189
2024-03-12,USD,GBP,0.7999
2024-03-12,USD,CAD,1.3153
2024-03-13,USD,EUR,0.8605
2024-03-13,USD,CNY,6.5989
2024-03-13,USD,JPY,107.9830
2024-03-13,USD,GBP,0.7979
2024-03-13,USD,CAD,1.3144
2024-03-14,USD,EUR,0.8600
2024-03-14,USD,CNY,6.6045
2024-03-14,USD,JPY,107.7668
2024-03-14,USD,GBP,0.7982
2024-03-14,USD,CAD,1.3147
2024-03-15,USD,EUR,0.8579
2024-03-15,USD,CNY,6.6004
2024-03-15,USD,JPY,107.9328
2024-03-15,USD,GBP,0.7965
2024-03-15,USD,CAD,1.3165
2024-03-16,USD,EUR,0.8560
2024-03-16,USD,CNY,6.5986
2024-03-16,USD,JPY,108.0815
2024-03-16,USD,GBP,0.7972
2024-03-16,USD,CAD,1.3142
2024-03-17,USD,EUR,0.8535
2024-03-17,USD,CNY,6.5948
2024-03-17,USD,JPY,107.9362
2024-03-17,USD,GBP,0.7983
2024-03-17,USD,CAD,1.3135
2024-03-18,USD,EUR,0.8538
2024-03-18,USD,CNY,6.5921
2024-03-18,USD,JPY,107.7165
2024-03-18,USD,GBP,0.7965
2024-03-18,USD,CAD,1.3117
2024-03-19,USD,EUR,0.8515
2024-03-19,USD,CNY,6.5992
2024-03-19,USD,JPY,107.5575
2024-03-19,USD,GBP,0.7981
2024-03-19,USD,CAD,1.3109
2024-03-20,USD,EUR,0.8527
2024-03-20,USD,CNY,6.5940
2024-03-20,USD,JPY,107.5055
2024-03-20,USD,GBP,0.7987
2024-03-20,USD,CAD,1.3123
2024-03-21,USD,EUR,0.8533
2024-03-21,USD,CNY,6.6007
2024-03-21,USD,JPY,107.7303
2024-03-21,USD,GBP,0.7991
2024-03-21,USD,CAD,1.3126
2024-03-22,USD,EUR,0.8545
2024-03-22,USD,CNY,6.5984
2024-03-22,USD,JPY,107.7894
2024-03-22,USD,GBP,0.7984
2024-03-22,USD,CAD,1.3124
2024-03-23,USD,EUR,0.8529
2024-03-23,USD,CNY,6.6032
2024-03-23,USD,JPY,108.0278
2024-03-23,USD,GBP,0.8003
2024-03-23,USD,CAD,1.3133
2024-03-24,USD,EUR,0.8542
2024-03-24,USD,CNY,6.6015
2024-03-24,USD,JPY,108.0537
2024-03-24,USD,GBP,0.7990
2024-03-24,USD,CAD,1.3150
2024-03-25,USD,EUR,0.8537
2024-03-25,USD,CNY,6.5973
2024-03-25,USD,JPY,108.0638
2024-03-25,USD,GBP,0.7981
2024-03-25,USD,CAD,1.3163
2024-03-26,USD,EUR,0.8530
2024-03-26,USD,CNY,6.6009
2024-03-26,USD,JPY,107.8855
2024-03-26,USD,GBP,0.7962
2024-03-26,USD,CAD,1.3157
2024-03-27,USD,EUR,0.8514
2024-03-27,USD,CNY,6.6012
2024-03-27,USD,JPY,107.7967
2024-03-27,USD,GBP,0.7943
2024-03-27,USD,CAD,1.3130
2024-03-28,USD,EUR,0.8516
2024-03-28,USD,CNY,6.6043
2024-03-28,USD,JPY,107.9994
2024-03-28,USD,GBP,0.7958
2024-03-28,USD,CAD,1.3141
2024-03-29,USD,EUR,0.8497
2024-03-29,USD,CNY,6.6020
2024-03-29,USD,JPY,107.7559
2024-03-29,USD,GBP,0.7969
2024-03-29,USD,CAD,1.3144
2024-03-30,USD,EUR,0.8486
2024-03-30,USD,CNY,6.6028
2024-03-30,USD,JPY,107.5246
2024-03-30,USD,GBP,0.7988
2024-03-30,USD,CAD,1.3170
2024-03-31,USD,EUR,0.8482
2024-03-31,USD,CNY,6.6031
2024-03-31,USD,JPY,107.7247
2024-03-31,USD,GBP,0.8003
2024-03-31,USD,CAD,1.3142
2024-04-01,USD,EUR,0.8494
2024-04-01,USD,CNY,6.5983
2024-04-01,USD,JPY,107.5289
2024-04-01,USD,GBP,0.7986
2024-04-01,USD,CAD,1.3154
2024-04-02,USD,EUR,0.8505
2024-04-02,USD,CNY,6.6009
2024-04-02,USD,JPY,107.4482
2024-04-02,USD,GBP,0.7974
2024-04-02,USD,CAD,1.3128
2024-04-03,USD,EUR,0.8526
2024-04-03,USD,CNY,6.6018
2024-04-03,USD,JPY,107.4005
2024-04-03,USD,GBP,0.7956
2024-04-03,USD,CAD,1.3105
2024-04-04,USD,EUR,0.8533
2024-04-04,USD,CNY,6.6091
2024-04-04,USD,JPY,107.1542
2024-04-04,USD,GBP,0.7952
2024-04-04,USD,CAD,1.3130
2024-04-05,USD,EUR,0.8523
2024-04-05,USD,CNY,6.6027
2024-04-05,USD,JPY,106.9252
2024-04-05,USD,GBP,0.7935
2024-04-05,USD,CAD,1.3121
2024-04-06,USD,EUR,0.8539
2024-04-06,USD,CNY,6.6047
2024-04-06,USD,JPY,106.7194
2024-04-06,USD,GBP,0.7942
2024-04-06,USD,CAD,1.3103
2024-04-07,USD,EUR,0.8544
2024-04-07,USD,CNY,6.6017
2024-04-07,USD,JPY,106.5890
2024-04-07,USD,GBP,0.7935
2024-04-07,USD,CAD,1.3078
2024-04-08,USD,EUR,0.8531
2024-04-08,USD,CNY,6.5944
2024-04-08,USD,JPY,106.7099
2024-04-08,USD,GBP,0.7927
2024-04-08,USD,CAD,1.3052
2024-04-09,USD,EUR,0.8551
2024-04-09,USD,CNY,6.5915
2024-04-09,USD,JPY,106.8796
2024-04-09,USD,GBP,0.7939
2024-04-09,USD,CAD,1.3028
2024-04-10,USD,EUR,0.8558
2024-04-10,USD,CNY,6.5873
2024-04-10,USD,JPY,106.7908
2024-04-10,USD,GBP,0.7922
2024-04-10,USD,CAD,1.3047
2024-04-11,USD,EUR,0.8539
2024-04-11,USD,CNY,6.5847
2024-04-11,USD,JPY,106.9429
2024-04-11,USD,GBP,0.7934
2024-04-11,USD,CAD,1.3075
2024-04-12,USD,EUR,0.8530
2024-04-12,USD,CNY,6.5890
2024-04-12,USD,JPY,107.0478
2024-04-12,USD,GBP,0.7935
2024-04-12,USD,CAD,1.3067
2024-04-13,USD,EUR,0.8519
2024-04-13,USD,CNY,6.5860
2024-04-13,USD,JPY,106.8191
2024-04-13,USD,GBP,0.7936
2024-04-13,USD,CAD,1.3068
2024-04-14,USD,EUR,0.8519
2024-04-14,USD,CNY,6.5896
